index,title,organ,organismId,sex,lifestage
KE 1115,"Increase, Reactive oxygen species",organ,4472,['Unspecific'],['All life stages']
KE 1115,"Increase, Reactive oxygen species",organ,7955,['Unspecific'],['All life stages']
KE 41,"Inhibition, Bile Salt Export Pump (ABCB11)",,9606,['Not specified'],['Not specified']
KE 288,"Activation of specific nuclear receptors, Transcriptional change",,Not specified,['Not specified'],['Not specified']
KE 214,"Bile accumulation, Pathological condition",,Not specified,['Not specified'],['Not specified']
KE 87,"Release, Cytokine",,9606,['Not specified'],['Not specified']
KE 87,"Release, Cytokine",,10090,['Not specified'],['Not specified']
KE 149,"Increase, Inflammation",,9606,['Unspecific'],['All life stages']
KE 149,"Increase, Inflammation",,10090,['Unspecific'],['All life stages']
KE 149,"Increase, Inflammation",,10116,['Unspecific'],['All life stages']
KE 249,"Production, Reactive oxygen species",,Not specified,['Not specified'],['Not specified']
KE 209,Peptide Oxidation,,9606,['Unspecific'],['All life stages']
KE 209,Peptide Oxidation,,10116,['Unspecific'],['All life stages']
KE 209,Peptide Oxidation,,9606,['Unspecific'],['All life stages']
KE 357,"Cholestasis, Pathology",,Not specified,['Not specified'],['Not specified']
KE 79,"Inhibition, Cyclooxygenase activity",,Not specified,['Not specified'],['Not specified']
KE 243,"Reduction, Prostaglandin E2 concentration",blood,Not specified,['Not specified'],['Not specified']
KE 49,"Reduction, Ca and HCO3 transport to shell gland",oviduct shell gland,Not specified,['Not specified'],['Not specified']
KE 106,"Reduction, Eggshell thickness",eggshell,Not specified,['Not specified'],['Not specified']
KE 119,"N/A, Gap",eggshell,Not specified,['Not specified'],['Not specified']
KE 253,"N/A, Reproductive failure",,Not specified,['Not specified'],['Not specified']
KE 111,"Agonism, Estrogen receptor",,Not specified,['Not specified'],['Not specified']
KE 220,"Increase, Plasma vitellogenin concentrations",blood plasma,Not specified,['Not specified'],['Not specified']
KE 307,"Increase, Vitellogenin synthesis in liver",liver,Not specified,['Not specified'],['Not specified']
KE 252,"Increase, Renal pathology due to VTG deposition",kidney,Not specified,['Not specified'],['Not specified']
KE 363,"Altered, Reproductive behaviour",,Not specified,['Not specified'],['Not specified']
KE 339,"Altered, Larval development",,Not specified,['Not specified'],['Not specified']
KE 364,"Impaired development of, Reproductive organs",,Not specified,['Not specified'],['Not specified']
KE 112,"Antagonism, Estrogen receptor",,Not specified,['Not specified'],['Not specified']
KE 213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",,Not specified,['Not specified'],['Not specified']
KE 21,"Altered regulation, Alpha hemoglobin",,Not specified,['Not specified'],['Not specified']
KE 250,"Damaging, Red blood cells; hemolysis",,Not specified,['Not specified'],['Not specified']
KE 118,"Formation, Formation of hemoglobin adducts",,Not specified,['Not specified'],['Not specified']
KE 131,"Down Regulation, Gulcose-6-phosphate dehydrogenase",,Not specified,['Not specified'],['Not specified']
KE 246,"Increase, RBC congestion in liver",liver,Not specified,['Not specified'],['Not specified']
KE 161,"Increase, Liver and splenic hemosiderosis",liver,Not specified,['Not specified'],['Not specified']
KE 173,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",blood,Not specified,['Not specified'],['Not specified']
KE 321,"N/A, Cyanosis occurs",,Not specified,['Not specified'],['Not specified']
KE 77,"Production, Critical Metabolites (CGA 330050 and CGA 265307)",,Not specified,['Not specified'],['Not specified']
KE 164,"Induction, Liver “Dysfunctional” Changes by CGA 330050",liver,Not specified,['Not specified'],['Not specified']
KE 147,"Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307",,Not specified,['Not specified'],['Not specified']
KE 270,"Induction, Sustained Hepatotoxicity",,Not specified,['Not specified'],['Not specified']
KE 269,"Induction, Sustained Cell Proliferation",,Not specified,['Not specified'],['Not specified']
KE 347,"Formation, Liver tumor",,Not specified,['Not specified'],['Not specified']
KE 9,"Activation, 5HT2c",,Not specified,['Not specified'],['Not specified']
KE 759,"Increased, Kidney Failure",,Not specified,['Not specified'],['Not specified']
KE 167,"Activation, LXR",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 54,"Up Regulation, CD36",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 115,"Increase, FA Influx",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 66,"Activation, ChREBP",,Not specified,['Not specified'],['Not specified']
KE 264,"Activation, SREBP-1c",,Not specified,['Not specified'],['Not specified']
KE 116,"Activation, FAS",,Not specified,['Not specified'],['Not specified']
KE 258,"Activation, SCD-1",,Not specified,['Not specified'],['Not specified']
KE 89,"Synthesis, De Novo Fatty Acid (FA)",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 291,"Accumulation, Triglyceride",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 345,"N/A, Liver Steatosis",liver,Not specified,['Not specified'],['Not specified']
KE 228,peroxisome proliferator activated receptor promoter demethylation,,10095,['Not specified'],['Not specified']
KE 228,peroxisome proliferator activated receptor promoter demethylation,,9606,['Not specified'],['Not specified']
KE 228,peroxisome proliferator activated receptor promoter demethylation,,10116,['Not specified'],['Not specified']
KE 46,"Accumulation, Biological membranes",,Not specified,['Not specified'],['Not specified']
KE 169,"Disruption, Membrane integrity",,Not specified,['Not specified'],['Not specified']
KE 231,"Decreased, PPAR-alpha activation",,Not specified,['Not specified'],['Not specified']
KE 232,"Decreased, PPAR-beta activation",,Not specified,['Not specified'],['Not specified']
KE 233,"Decreased, PPAR-gamma activation",,9606,['Unspecific'],['All life stages']
KE 233,"Decreased, PPAR-gamma activation",,10090,['Unspecific'],['All life stages']
KE 233,"Decreased, PPAR-gamma activation",,10116,['Unspecific'],['All life stages']
KE 327,"Accumulation, Fatty acid",liver,Not specified,['Not specified'],['Not specified']
KE 140,"Decreased, HSD17B10 expression",,Not specified,['Not specified'],['Not specified']
KE 179,"Decreased, Mitochondrial fatty acid beta-oxidation",,9606,['Not specified'],['Not specified']
KE 8,"Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity",,Not specified,['Not specified'],['Not specified']
KE 459,"Increased, Liver Steatosis",liver,7742,['Unspecific'],['All life stages']
KE 1170,"Increase, Phenotypic enzyme activity",liver,435440,['Mixed'],['All life stages']
KE 1170,"Increase, Phenotypic enzyme activity",liver,1090580,['Mixed'],['All life stages']
KE 716,"Increase, cell proliferation (hepatocytes)",liver,10116,['Unspecific'],['All life stages']
KE 716,"Increase, cell proliferation (hepatocytes)",liver,10090,['Unspecific'],['All life stages']
KE 716,"Increase, cell proliferation (hepatocytes)",liver,9606,['Unspecific'],['All life stages']
KE 716,"Increase, cell proliferation (hepatocytes)",liver,10037,['Unspecific'],['All life stages']
KE 716,"Increase, cell proliferation (hepatocytes)",liver,9615,['Unspecific'],['All life stages']
KE 1171,"Increase, Clonal Expansion of Altered Hepatic Foci",liver,Not specified,['Not specified'],['Not specified']
KE 719,"Increase, hepatocellular adenomas and carcinomas",liver,Not specified,['Not specified'],['Not specified']
KE 344,"N/A, Liver fibrosis",liver,9606,['Unspecific'],['All life stages']
KE 344,"N/A, Liver fibrosis",liver,10116,['Unspecific'],['All life stages']
KE 344,"N/A, Liver fibrosis",liver,10090,['Unspecific'],['All life stages']
KE 244,"Alkylation, Protein",,9606,['Not specified'],['Not specified']
KE 244,"Alkylation, Protein",,10116,['Not specified'],['Not specified']
KE 244,"Alkylation, Protein",,10090,['Not specified'],['Not specified']
KE 265,"Activation, Stellate cells",,9606,['Unspecific'],['All life stages']
KE 265,"Activation, Stellate cells",,9606,['Unspecific'],['All life stages']
KE 265,"Activation, Stellate cells",,10116,['Unspecific'],['All life stages']
KE 265,"Activation, Stellate cells",,10090,['Unspecific'],['All life stages']
KE 265,"Activation, Stellate cells",,9823,['Unspecific'],['All life stages']
KE 68,"Accumulation, Collagen",connective tissue,9606,['Unspecific'],['All life stages']
KE 68,"Accumulation, Collagen",connective tissue,10116,['Unspecific'],['All life stages']
KE 68,"Accumulation, Collagen",connective tissue,10090,['Unspecific'],['All life stages']
KE 313,"Increase, Allergic Respiratory Hypersensitivity Response",lung,9606,['Unspecific'],['During development and at adulthood']
KE 313,"Increase, Allergic Respiratory Hypersensitivity Response",lung,10141,['Unspecific'],['During development and at adulthood']
KE 313,"Increase, Allergic Respiratory Hypersensitivity Response",lung,10116,['Unspecific'],['During development and at adulthood']
KE 398,"Activation, Dendritic Cells",,10090,['Not specified'],['Not specified']
KE 398,"Activation, Dendritic Cells",,9606,['Not specified'],['Not specified']
KE 272,"Activation/Proliferation, T-cells",lymph node,9606,['Not specified'],['Not specified']
KE 272,"Activation/Proliferation, T-cells",lymph node,10090,['Not specified'],['Not specified']
KE 396,"Covalent Binding, Protein",,9606,['Unspecific'],['All life stages']
KE 396,"Covalent Binding, Protein",,10141,['Unspecific'],['All life stages']
KE 396,"Covalent Binding, Protein",,10090,['Unspecific'],['All life stages']
KE 1496,"Increased, secretion of proinflammatory mediators",,10090,"['Male', 'Female']",['Adults']
KE 1496,"Increased, secretion of proinflammatory mediators",,10116,"['Male', 'Female']",['Adults']
KE 1496,"Increased, secretion of proinflammatory mediators",,9606,"['Male', 'Female']",['Adults']
KE 827,"sensitisation, skin",,9606,['Not specified'],['Not specified']
KE 827,"sensitisation, skin",,10090,['Not specified'],['Not specified']
KE 827,"sensitisation, skin",,10141,['Not specified'],['Not specified']
KE 826,"Activation, Keratinocytes",,9606,['Not specified'],['Not specified']
KE 826,"Activation, Keratinocytes",,10090,['Not specified'],['Not specified']
KE 139,"N/A, Hepatotoxicity, Hepatopathy, including a constellation of observable effects",,1002698,['Not specified'],['Not specified']
KE 165,"Activation, Long term AHR receptor driven direct and indirect gene expression changes",,435435,['Not specified'],['Not specified']
KE 165,"Activation, Long term AHR receptor driven direct and indirect gene expression changes",,10090,['Not specified'],['Not specified']
KE 853,"Changes/Inhibition, Cellular Homeostasis and Apoptosis",,10116,['Not specified'],['Not specified']
KE 853,"Changes/Inhibition, Cellular Homeostasis and Apoptosis",,10090,['Not specified'],['Not specified']
KE 854,"Alterations, Cellular proliferation / hyperplasia",liver,10116,['Not specified'],['Not specified']
KE 856,"Formation, Hepatocellular and Bile duct tumors",hepatobiliary system,10116,['Not specified'],['Not specified']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,10116,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,9606,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,9823,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,8355,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,9031,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,7955,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,90988,"['Female', 'Male']",['All life stages']
KE 279,"Thyroperoxidase, Inhibition",thyroid follicle,10090,"['Female', 'Male']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,10116,"['Male', 'Female']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,9606,"['Male', 'Female']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,8355,"['Male', 'Female']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,7955,"['Male', 'Female']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,90988,"['Male', 'Female']",['All life stages']
KE 277,"Thyroid hormone synthesis, Decreased",thyroid gland,9823,"['Male', 'Female']",['All life stages']
KE 402,"Cognitive function, decreased",,9606,"['Male', 'Female']",['All life stages']
KE 402,"Cognitive function, decreased",,10116,"['Male', 'Female']",['All life stages']
KE 402,"Cognitive function, decreased",,10090,"['Male', 'Female']",['All life stages']
KE 305,"Inhibition, VegfR2",,7955,['Not specified'],['Not specified']
KE 305,"Inhibition, VegfR2",,10090,['Not specified'],['Not specified']
KE 305,"Inhibition, VegfR2",,10116,['Not specified'],['Not specified']
KE 305,"Inhibition, VegfR2",,9606,['Not specified'],['Not specified']
KE 28,"Reduction, Angiogenesis",,Not specified,['Not specified'],['Not specified']
KE 110,"Impairment, Endothelial network",embryo,7742,['Unspecific'],"['Embryo', 'Development']"
KE 298,"Insufficiency, Vascular",embryo,Not specified,['Not specified'],['Not specified']
KE 1001,"Increased, Developmental Defects",,Not specified,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,8022,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,10116,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,10090,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,9606,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,9031,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,8839,['Not specified'],['Not specified']
KE 373,"Formation, Pro-mutagenic DNA Adducts",,9103,['Not specified'],['Not specified']
KE 378,"Tumorigenesis, Hepatocellular carcinoma",,Not specified,['Not specified'],['Not specified']
KE 376,"Increased, Induced Mutations in Critical Genes",,Not specified,['Not specified'],['Not specified']
KE 409,"Metabolism of AFB1, Production of Reactive Electrophiles",,Not specified,['Not specified'],['Not specified']
KE 491,"Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)",liver,Not specified,['Not specified'],['Not specified']
KE 493,"Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts",,Not specified,['Not specified'],['Not specified']
KE 388,"Overactivation, NMDARs",brain,9606,['Male'],"['During brain development, adulthood and aging']"
KE 388,"Overactivation, NMDARs",brain,10090,['Male'],"['During brain development, adulthood and aging']"
KE 388,"Overactivation, NMDARs",brain,10116,['Male'],"['During brain development, adulthood and aging']"
KE 388,"Overactivation, NMDARs",brain,7955,['Male'],"['During brain development, adulthood and aging']"
KE 389,"Increased, Intracellular Calcium overload",,7955,['Mixed'],"['During brain development, adulthood and aging']"
